k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Hit Rate Avg,0.689024,0.689024,0.703048,0.721762,0.73131,0.744452,0.7525,0.756524,0.758976,0.760405,0.760571,0.7595,0.757262,0.754381
Hit Rate STD,0.00435324,0.00435324,0.00428545,0.00405769,0.00513232,0.00543885,0.0055566,0.00503975,0.00529198,0.0047786,0.00449262,0.00545695,0.00489024,0.00534332
Precision Avg,0.684856,0.684856,0.697568,0.717046,0.727557,0.741317,0.750091,0.754515,0.757393,0.759109,0.759474,0.758501,0.756365,0.753678
Precision STD,0.00354217,0.00354217,0.00424649,0.00336233,0.00451059,0.00551819,0.00583595,0.00553165,0.0057009,0.00515619,0.00466298,0.00535258,0.00494172,0.00526252
Recall Avg,0.685154,0.685154,0.698994,0.718363,0.728252,0.741639,0.74984,0.753882,0.756416,0.757875,0.758083,0.756923,0.754633,0.751704
Recall STD,0.00359379,0.00359379,0.00429075,0.00346057,0.00478898,0.00564689,0.00602867,0.00587598,0.00622223,0.00587094,0.00529332,0.00607247,0.00556136,0.00580295
F1 Score Avg,0.685005,0.685005,0.69828,0.717704,0.727904,0.741477,0.749965,0.754198,0.756904,0.758491,0.758778,0.75771,0.755497,0.75269
F1 Score STD,0.0035435,0.0035435,0.00423931,0.00337669,0.00462312,0.00556468,0.0059154,0.00569117,0.00595085,0.0055057,0.00496829,0.00570186,0.00523408,0.00551788
Default Process Time Avg,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685
Default Process Time STD,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7
KNN Total Time Avg,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4,13012.4
KNN Total Time STD,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614,869.614
KNN Per Image Time Avg,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8,3982.8
Preprocess Dimension Time STD,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419,245.419
TC Time Avg,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4
TC Time STD,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038,8.44038
