735568,20131201,     8, -1, 112,    28,  1,  98
735568,20131201,     9,  1, 115,    23, -1, 100
735568,20131201,    12, -1, 105,    13,  1, 100
735568,20131201,    16,  1,  99,     4, -1,  98
735568,20131201,    10, -1, 115,    26,  1, 113
735568,20131201,    21,  1, 113,    18, -1, 103
735568,20131201,    19, -1, 103,    20,  1,  99
735568,20131201,    25, -1, 114,    14,  1, 108
735569,20131202,    30,  1,  98,    22, -1,  80
735569,20131202,    19, -1, 131,     5,  1, 128
735569,20131202,    27,  1, 102,     1, -1, 100
735569,20131202,    29,  1, 109,    11, -1, 103
735569,20131202,    25,  1, 106,    12, -1, 102
735570,20131203,    23,  1, 126,    22, -1, 125
735570,20131203,     2,  1, 108,    17, -1, 100
735570,20131203,     8, -1, 111,     3,  1,  87
735570,20131203,     9, -1, 107,    16,  1,  97
735570,20131203,    15,  1, 110,    24, -1,  91
735570,20131203,     7,  1,  89,     4, -1,  82
735570,20131203,    21, -1,  97,    26,  1,  95
735570,20131203,    10,  1, 112,    28, -1, 103
735571,20131204,     6,  1,  98,     8, -1,  88
735571,20131204,     1,  1, 107,    13, -1,  97
735571,20131204,    24, -1,  97,    11,  1,  88
735571,20131204,     9, -1, 105,    17,  1,  98
735571,20131204,     7, -1, 100,    19,  1,  97
735571,20131204,    12, -1,  95,    29,  1,  86
735571,20131204,    25,  1, 111,    21, -1, 104
735572,20131205,    20, -1, 113,     3,  1,  83
735572,20131205,    13, -1, 101,    15,  1,  81
735572,20131205,     5,  1, 107,    16, -1,  87
735573,20131206,     4,  1, 105,    23, -1,  88
735573,20131206,    17, -1, 109,    30,  1, 105
735573,20131206,     1,  1, 108,     6, -1,  89
735573,20131206,     2,  1, 106,     8, -1,  98
735573,20131206,    20,  1, 121,    22, -1,  83
735573,20131206,    11,  1, 105,    10, -1,  83
735573,20131206,    21, -1, 109,    19,  1,  95
735573,20131206,    24,  1, 106,    28, -1,  97
735573,20131206,    25,  1, 130,    29, -1,  98
735573,20131206,    14, -1, 106,    26,  1, 100
735574,20131207,     8, -1, 103,    23,  1,  92
735574,20131207,     6,  1,  88,    13, -1,  82
735574,20131207,     9, -1,  92,     5,  1,  75
735574,20131207,    10, -1, 108,    15,  1,  82
735574,20131207,    16, -1, 103,    18,  1,  82
735574,20131207,     3, -1,  90,    17,  1,  82
735574,20131207,    12, -1, 111,    27,  1, 100
735574,20131207,    26, -1, 112,    29,  1, 102
735574,20131207,     7, -1, 108,    25,  1, 106
735575,20131208,     2, -1, 114,    20,  1,  73
735575,20131208,    16, -1, 110,     9,  1,  95
735575,20131208,    11,  1,  98,    22, -1,  88
735575,20131208,    21,  1, 118,    12, -1,  94
735575,20131208,    28, -1, 106,    14,  1,  94
735576,20131209,     4,  1, 115,    10, -1, 111
