k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Hit Rate Avg,0.967143,0.967143,0.9675,0.969476,0.969952,0.969024,0.967738,0.965333,0.963167,0.958262,0.952738,0.946643,0.940524,0.934548
Hit Rate STD,0.001485,0.001485,0.0018808,0.0017827,0.00184059,0.00182326,0.00228249,0.00246334,0.00247161,0.0028617,0.00244323,0.00257253,0.00250351,0.00271303
Precision Avg,0.967332,0.967332,0.967879,0.969852,0.970356,0.969599,0.96846,0.966257,0.964251,0.959799,0.954893,0.94939,0.944109,0.939045
Precision STD,0.00151495,0.00151495,0.00179087,0.0018001,0.00181248,0.00181177,0.00221531,0.0023514,0.00231817,0.00274288,0.00227568,0.0023511,0.00221001,0.00228908
Recall Avg,0.966686,0.966686,0.966959,0.96901,0.969507,0.968605,0.967314,0.964852,0.962645,0.957621,0.952018,0.945852,0.939625,0.933516
Recall STD,0.0015324,0.0015324,0.00191018,0.00176915,0.00180449,0.00180952,0.00228007,0.00249213,0.00251792,0.00293406,0.00247443,0.00266331,0.002678,0.00299382
F1 Score Avg,0.967009,0.967009,0.967419,0.969431,0.969931,0.969102,0.967887,0.965554,0.963447,0.958709,0.953453,0.947617,0.941862,0.936272
F1 Score STD,0.00152307,0.00152307,0.00184922,0.00178335,0.00180682,0.00180845,0.00224571,0.00242022,0.00241674,0.00283553,0.00236456,0.00250127,0.00242912,0.00261905
Default Process Time Avg,332025,332025,332025,332025,332025,332025,332025,332025,332025,332025,332025,332025,332025,332025
Default Process Time STD,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5,14250.5
KNN Total Time Avg,154345,154345,154345,154345,154345,154345,154345,154345,154345,154345,154345,154345,154345,154345
KNN Total Time STD,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01,2980.01
KNN Per Image Time Avg,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2
KNN Per Image Time STD,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Preprocess Dimension Time Avg,234325,234325,234325,234325,234325,234325,234325,234325,234325,234325,234325,234325,234325,234325
Preprocess Dimension Time STD,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749,782.749
TC Time Avg,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6,9655.6
TC Time STD,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309,74.9309
