k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hit Rate Avg,0.391762,0.391762,0.406548,0.414381,0.422929,0.432762,0.443429,0.450619,0.456619,0.466024,0.472452,0.475738,0.477714,0.478976
Hit Rate STD,0.00642698,0.00642698,0.00592781,0.00605549,0.00643214,0.00621898,0.00693769,0.00699789,0.00712044,0.00701961,0.00856418,0.00906355,0.00887505,0.00958554
Precision Avg,0.383045,0.383045,0.386885,0.395566,0.404674,0.413633,0.424351,0.431907,0.438199,0.448266,0.455917,0.459828,0.462303,0.463873
Precision STD,0.00644435,0.00644435,0.00609111,0.00602148,0.00594949,0.00511905,0.00559617,0.00537708,0.00562283,0.00644766,0.0077258,0.00906686,0.00922238,0.00966887
Recall Avg,0.383728,0.383728,0.397868,0.405686,0.414342,0.42407,0.434841,0.44206,0.448188,0.457598,0.464072,0.467432,0.469415,0.470635
Recall STD,0.00561679,0.00561679,0.00500652,0.00565585,0.00649906,0.00652471,0.00607473,0.00559628,0.00605248,0.00687619,0.00872009,0.00940766,0.00990855,0.0100127
F1 Score Avg,0.383381,0.383381,0.392295,0.400557,0.409447,0.418783,0.429528,0.436921,0.443134,0.452879,0.459954,0.463595,0.465829,0.467225
F1 Score STD,0.00586972,0.00586972,0.00541866,0.00568941,0.00610025,0.00569685,0.00568898,0.00534846,0.00569054,0.0065015,0.00811254,0.00914788,0.00948717,0.00973927
Default Process Time Avg,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685,385685
Default Process Time STD,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7,52589.7
KNN Total Time Avg,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844
KNN Total Time STD,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034,439.034
KNN Per Image Time Avg,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4,19686.4
Preprocess Dimension Time STD,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77,2243.77
TC Time Avg,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1
TC Time STD,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312,7.99312
