k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Hit Rate Avg,0.656833,0.656833,0.674095,0.693071,0.704095,0.718357,0.727667,0.733952,0.736833,0.740452,0.743024,0.743476,0.743405,0.742381
Hit Rate STD,0.00679973,0.00679973,0.00708372,0.00576608,0.00434457,0.00440759,0.00472101,0.00474903,0.0043761,0.00453314,0.00395131,0.00324928,0.00379319,0.00371764
Precision Avg,0.651912,0.651912,0.667802,0.687022,0.698655,0.713797,0.723886,0.731004,0.734061,0.738101,0.740987,0.741447,0.741359,0.740152
Precision STD,0.00689523,0.00689523,0.00701208,0.00628334,0.00510517,0.00495951,0.00576437,0.00563535,0.00530693,0.00582639,0.00470531,0.00405479,0.00476907,0.00439727
Recall Avg,0.65191,0.65191,0.668884,0.688553,0.69997,0.71457,0.724118,0.730566,0.733516,0.737186,0.739839,0.74028,0.740173,0.739085
Recall STD,0.0063309,0.0063309,0.00657782,0.00633572,0.0052742,0.00550451,0.00632386,0.00585992,0.00559288,0.00589675,0.00483512,0.00426237,0.00489257,0.00444058
F1 Score Avg,0.651909,0.651909,0.668342,0.687786,0.699311,0.714183,0.724002,0.730785,0.733788,0.737643,0.740412,0.740863,0.740765,0.739618
F1 Score STD,0.0065525,0.0065525,0.00673107,0.00626895,0.00515036,0.00521248,0.00602594,0.00572609,0.00542749,0.00583962,0.00474544,0.0041383,0.00482199,0.00440214
Default Process Time Avg,369732,369732,369732,369732,369732,369732,369732,369732,369732,369732,369732,369732,369732,369732
Default Process Time STD,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2,18408.2
KNN Total Time Avg,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8,12754.8
KNN Total Time STD,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752,70.1752
KNN Per Image Time Avg,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7,38218.7
Preprocess Dimension Time STD,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65,2354.65
TC Time Avg,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6
TC Time STD,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313,4.54313
