k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Hit Rate Avg,0.935762,0.935762,0.941048,0.945119,0.945881,0.947095,0.946381,0.945167,0.943452,0.940333,0.936167,0.93269,0.928714,0.925214
Hit Rate STD,0.00233358,0.00233358,0.00231749,0.00191367,0.00242764,0.00285675,0.00278541,0.00298294,0.00307041,0.00273074,0.00253926,0.00296579,0.00260102,0.00172582
Precision Avg,0.934985,0.934985,0.940377,0.944421,0.945189,0.946441,0.945754,0.944608,0.942941,0.939844,0.935699,0.93232,0.928466,0.925104
Precision STD,0.00249017,0.00249017,0.00254019,0.002055,0.00257636,0.00297112,0.00292331,0.00306502,0.00314326,0.00280349,0.00263848,0.0029843,0.00264501,0.00171847
Recall Avg,0.935045,0.935045,0.940269,0.944492,0.945326,0.946604,0.945908,0.944667,0.942922,0.939796,0.935564,0.932018,0.927993,0.924442
Recall STD,0.00247876,0.00247876,0.00253572,0.00213729,0.00264131,0.00308574,0.00298997,0.00311841,0.00318059,0.00287042,0.0027189,0.0031505,0.0028228,0.00191758
F1 Score Avg,0.935015,0.935015,0.940323,0.944457,0.945257,0.946523,0.945831,0.944638,0.942932,0.93982,0.935632,0.932169,0.92823,0.924773
F1 Score STD,0.00248392,0.00248392,0.00253783,0.00209576,0.00260814,0.00302726,0.00295539,0.0030908,0.00316149,0.00283568,0.00267725,0.00306657,0.00273329,0.00181516
Default Process Time Avg,358879,358879,358879,358879,358879,358879,358879,358879,358879,358879,358879,358879,358879,358879
Default Process Time STD,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9,34615.9
KNN Total Time Avg,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8,25400.8
KNN Total Time STD,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198,34.1198
KNN Per Image Time Avg,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,108038,108038,108038,108038,108038,108038,108038,108038,108038,108038,108038,108038,108038,108038
Preprocess Dimension Time STD,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7,9453.7
TC Time Avg,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4,414.4
TC Time STD,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021,39.021
