k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hit Rate Avg,0.391976,0.391976,0.409548,0.417595,0.423214,0.433643,0.443571,0.450952,0.456667,0.46481,0.471143,0.474429,0.4765,0.478071
Hit Rate STD,0.00793168,0.00793168,0.00561794,0.0048213,0.00394621,0.00441318,0.00347325,0.00603326,0.00573854,0.00578116,0.0049238,0.00458876,0.00393729,0.00506779
Precision Avg,0.383094,0.383094,0.390762,0.39972,0.404877,0.415001,0.425044,0.43259,0.438386,0.44733,0.454044,0.457904,0.460198,0.462118
Precision STD,0.00542635,0.00542635,0.00457542,0.00369636,0.00254531,0.00504271,0.00325601,0.00527467,0.00490591,0.00577117,0.00466372,0.00438718,0.00392833,0.00513733
Recall Avg,0.383727,0.383727,0.400959,0.408982,0.414509,0.424825,0.434873,0.442327,0.448021,0.456286,0.462619,0.465926,0.467933,0.469474
Recall STD,0.00687864,0.00687864,0.00521988,0.00447897,0.00351375,0.00548027,0.00384295,0.00573151,0.00509753,0.0058961,0.00472441,0.00479681,0.00471501,0.00567197
F1 Score Avg,0.383407,0.383407,0.395795,0.404297,0.409636,0.419855,0.429902,0.437404,0.44315,0.451762,0.45829,0.461879,0.464031,0.465765
F1 Score STD,0.00610158,0.00610158,0.00487703,0.00406345,0.00299577,0.00521874,0.00350022,0.00547793,0.00493952,0.00578115,0.00463472,0.0045386,0.00421024,0.00531144
Default Process Time Avg,332590,332590,332590,332590,332590,332590,332590,332590,332590,332590,332590,332590,332590,332590
Default Process Time STD,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4,29195.4
KNN Total Time Avg,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6,18384.6
KNN Total Time STD,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68,1447.68
KNN Per Image Time Avg,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4,17005.4
Preprocess Dimension Time STD,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539,184.539
TC Time Avg,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8
TC Time STD,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
