k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Hit Rate Avg,0.968262,0.968262,0.96881,0.9705,0.970857,0.970286,0.968643,0.967143,0.964929,0.959619,0.954238,0.948881,0.943048,0.937214
Hit Rate STD,0.00244451,0.00244451,0.00249716,0.00286398,0.00274832,0.00320643,0.00310447,0.00290437,0.00300614,0.00269206,0.0039452,0.00402099,0.00450724,0.00454762
Precision Avg,0.968385,0.968385,0.969125,0.970772,0.971161,0.970769,0.969295,0.967925,0.96585,0.96101,0.95615,0.9514,0.946323,0.941422
Precision STD,0.00264637,0.00264637,0.0025779,0.00301795,0.00290777,0.0033458,0.00330946,0.00313427,0.0032009,0.0029242,0.00410638,0.00423329,0.00451156,0.00457601
Recall Avg,0.967788,0.967788,0.968293,0.970043,0.970432,0.969847,0.968148,0.966639,0.964357,0.958967,0.953569,0.948143,0.942193,0.936269
Recall STD,0.00264672,0.00264672,0.00265634,0.00291449,0.0027781,0.00325649,0.00316248,0.00296227,0.00306958,0.00271525,0.00398641,0.00414486,0.00461812,0.00464314
F1 Score Avg,0.968087,0.968087,0.968709,0.970407,0.970797,0.970308,0.968721,0.967282,0.965103,0.959987,0.954858,0.949769,0.944254,0.938838
F1 Score STD,0.00264446,0.00264446,0.00261045,0.00296375,0.00284113,0.00329697,0.00323051,0.00304236,0.00312894,0.00281027,0.00404012,0.00417943,0.00455417,0.00459628
Default Process Time Avg,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730
Default Process Time STD,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8
KNN Total Time Avg,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2,85417.2
KNN Total Time STD,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068,466.068
KNN Per Image Time Avg,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,234676,234676,234676,234676,234676,234676,234676,234676,234676,234676,234676,234676,234676,234676
Preprocess Dimension Time STD,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51,2906.51
TC Time Avg,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5,9660.5
TC Time STD,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832,145.832
