k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Hit Rate Avg,0.956095,0.956095,0.958929,0.961548,0.961452,0.962,0.960571,0.95931,0.957857,0.955119,0.950905,0.947405,0.943286,0.939024
Hit Rate STD,0.00280144,0.00280144,0.00266677,0.00305514,0.00246621,0.0030083,0.00294931,0.00310703,0.00303793,0.00331671,0.00352156,0.00376529,0.00350542,0.00328269
Precision Avg,0.9557,0.9557,0.958521,0.961168,0.961135,0.961744,0.960356,0.959161,0.957759,0.95503,0.950938,0.947527,0.943598,0.939514
Precision STD,0.0029984,0.0029984,0.00271069,0.00309333,0.00250914,0.00308178,0.00303289,0.00318154,0.00313677,0.00340368,0.00358044,0.00378059,0.00356403,0.00330396
Recall Avg,0.955657,0.955657,0.958533,0.961239,0.961159,0.961714,0.960286,0.959013,0.95759,0.954846,0.950568,0.946995,0.942815,0.938453
Recall STD,0.00312825,0.00312825,0.00287444,0.003132,0.00257329,0.00307314,0.00298304,0.00310254,0.00305554,0.00337018,0.00358392,0.00378238,0.00350598,0.00326204
F1 Score Avg,0.955679,0.955679,0.958527,0.961204,0.961147,0.961729,0.960321,0.959087,0.957675,0.954938,0.950753,0.947261,0.943207,0.938983
F1 Score STD,0.00306021,0.00306021,0.00278959,0.00311125,0.00253871,0.00307615,0.00300581,0.00313878,0.00309298,0.00338347,0.00357769,0.00377818,0.00352843,0.00327615
Default Process Time Avg,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730,365730
Default Process Time STD,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8,11835.8
KNN Total Time Avg,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5,12951.5
KNN Total Time STD,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444,84.4444
KNN Per Image Time Avg,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,150587,150587,150587,150587,150587,150587,150587,150587,150587,150587,150587,150587,150587,150587
Preprocess Dimension Time STD,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3,4133.3
TC Time Avg,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4
TC Time STD,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655,9.04655
