k,1
alpha/gamma,200
Hit Rate Avg,0.967833
Hit Rate STD,0.00151598
Precision Avg,0.967968
Precision STD,0.00153144
Recall Avg,0.967412
Recall STD,0.00157394
F1 Score Avg,0.96769
F1 Score STD,0.0015515
Default Process Time Avg,360025
Default Process Time STD,45357.7
KNN Total Time Avg,112896
KNN Total Time STD,3554.64
KNN Per Image Time Avg,13.2
KNN Per Image Time STD,0.4
Preprocess Dimension Time Avg,168653
Preprocess Dimension Time STD,16724.2
TC Time Avg,6490.2
TC Time STD,144.739
----,Confusion,----
Actual\Predicted,0,1,2,3,4,5,6,7,8,9
0,4099,1,4,2,0,5,16,0,0,5,
1,0,4648,8,3,4,2,2,10,3,4,
2,23,19,4038,20,3,2,5,53,9,5,
3,4,5,29,4163,1,68,3,23,39,16,
4,3,30,0,0,3910,1,13,10,0,105,
5,9,5,0,62,5,3632,47,1,12,22,
6,15,7,2,2,6,20,4083,0,2,0,
7,0,35,20,2,11,0,0,4285,0,48,
8,7,29,21,72,12,50,21,13,3796,42,
9,13,4,3,24,63,9,3,65,9,3995,
----,-----,----
----,-----,----
k,2
alpha/gamma,200
Hit Rate Avg,0.967833
Hit Rate STD,0.00151598
Precision Avg,0.967968
Precision STD,0.00153144
Recall Avg,0.967412
Recall STD,0.00157394
F1 Score Avg,0.96769
F1 Score STD,0.0015515
Default Process Time Avg,360025
Default Process Time STD,45357.7
KNN Total Time Avg,112896
KNN Total Time STD,3554.64
KNN Per Image Time Avg,13.2
KNN Per Image Time STD,0.4
Preprocess Dimension Time Avg,168653
Preprocess Dimension Time STD,16724.2
TC Time Avg,6490.2
TC Time STD,144.739
----,Confusion,----
Actual\Predicted,0,1,2,3,4,5,6,7,8,9
0,4099,1,4,2,0,5,16,0,0,5,
1,0,4648,8,3,4,2,2,10,3,4,
2,23,19,4038,20,3,2,5,53,9,5,
3,4,5,29,4163,1,68,3,23,39,16,
4,3,30,0,0,3910,1,13,10,0,105,
5,9,5,0,62,5,3632,47,1,12,22,
6,15,7,2,2,6,20,4083,0,2,0,
7,0,35,20,2,11,0,0,4285,0,48,
8,7,29,21,72,12,50,21,13,3796,42,
9,13,4,3,24,63,9,3,65,9,3995,
----,-----,----
----,-----,----
k,3
alpha/gamma,200
Hit Rate Avg,0.968714
Hit Rate STD,0.0016208
Precision Avg,0.968991
Precision STD,0.00156153
Recall Avg,0.968221
Recall STD,0.00160941
F1 Score Avg,0.968606
F1 Score STD,0.00158437
Default Process Time Avg,360025
Default Process Time STD,45357.7
KNN Total Time Avg,112896
KNN Total Time STD,3554.64
KNN Per Image Time Avg,13.2
KNN Per Image Time STD,0.4
Preprocess Dimension Time Avg,168653
Preprocess Dimension Time STD,16724.2
TC Time Avg,6490.2
TC Time STD,144.739
----,Confusion,----
Actual\Predicted,0,1,2,3,4,5,6,7,8,9
0,4108,1,2,1,1,4,12,0,0,3,
1,0,4662,6,2,3,1,1,5,1,3,
2,29,25,4049,13,3,1,4,42,6,5,
3,5,8,36,4201,1,40,2,19,25,14,
4,3,37,0,0,3952,0,11,5,0,64,
5,12,5,1,71,5,3637,39,2,8,15,
6,17,7,2,2,8,26,4073,0,2,0,
7,0,46,22,2,13,0,0,4291,0,27,
8,9,42,25,82,13,71,21,15,3754,31,
9,15,5,4,29,73,11,4,79,9,3959,
----,-----,----
----,-----,----
k,4
alpha/gamma,200
Hit Rate Avg,0.970095
Hit Rate STD,0.00155292
Precision Avg,0.97041
Precision STD,0.00155427
Recall Avg,0.969638
Recall STD,0.00155714
F1 Score Avg,0.970024
F1 Score STD,0.00155403
Default Process Time Avg,360025
Default Process Time STD,45357.7
KNN Total Time Avg,112896
KNN Total Time STD,3554.64
KNN Per Image Time Avg,13.2
KNN Per Image Time STD,0.4
Preprocess Dimension Time Avg,168653
Preprocess Dimension Time STD,16724.2
TC Time Avg,6490.2
TC Time STD,144.739
----,Confusion,----
Actual\Predicted,0,1,2,3,4,5,6,7,8,9
0,4106,2,2,0,1,4,14,0,0,3,
1,0,4660,6,2,3,1,2,6,1,3,
2,23,24,4036,13,1,1,4,64,6,5,
3,4,9,29,4194,1,45,3,20,27,19,
4,2,36,0,0,3936,0,14,4,1,79,
5,10,3,1,54,1,3648,47,3,10,18,
6,14,5,2,1,7,19,4087,0,2,0,
7,0,45,15,0,8,0,0,4298,1,34,
8,8,42,18,66,13,62,19,14,3782,39,
9,14,6,4,30,50,10,4,66,7,3997,
----,-----,----
----,-----,----
k,5
alpha/gamma,200
Hit Rate Avg,0.970548
Hit Rate STD,0.00195557
Precision Avg,0.97087
Precision STD,0.00193559
Recall Avg,0.970134
Recall STD,0.00192151
F1 Score Avg,0.970502
F1 Score STD,0.0019274
Default Process Time Avg,360025
Default Process Time STD,45357.7
KNN Total Time Avg,112896
KNN Total Time STD,3554.64
KNN Per Image Time Avg,13.2
KNN Per Image Time STD,0.4
Preprocess Dimension Time Avg,168653
Preprocess Dimension Time STD,16724.2
TC Time Avg,6490.2
TC Time STD,144.739
----,Confusion,----
Actual\Predicted,0,1,2,3,4,5,6,7,8,9
0,4105,2,2,0,1,4,14,1,0,3,
1,0,4655,8,2,2,1,3,7,1,5,
2,20,25,4031,14,1,2,4,67,8,5,
3,5,8,24,4190,1,46,4,24,28,21,
4,2,36,0,0,3929,0,14,4,1,86,
5,10,2,1,43,0,3654,51,4,8,22,
6,15,4,2,1,6,14,4092,0,3,0,
7,1,44,13,0,5,0,0,4294,1,43,
8,7,43,16,54,12,63,20,15,3794,39,
9,14,7,4,29,41,10,2,55,7,4019,
----,-----,----
----,-----,----
