k,1,2,3,4,5,10,15,20,25,50,75,100,150,200
alpha/gamma,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hit Rate Avg,0.25981,0.25981,0.270857,0.274881,0.27931,0.288286,0.294,0.297524,0.301643,0.306714,0.310143,0.311667,0.314048,0.315214
Hit Rate STD,0.00319492,0.00319492,0.00473289,0.00434939,0.00535921,0.00569769,0.00675939,0.00670837,0.00674041,0.00574821,0.00492656,0.00495043,0.00525862,0.00515431
Precision Avg,0.253873,0.253873,0.251926,0.255367,0.257943,0.264488,0.268149,0.269922,0.273293,0.277012,0.279192,0.279508,0.281225,0.281733
Precision STD,0.00202965,0.00202965,0.00283074,0.00306447,0.00400471,0.00472705,0.00532552,0.00488601,0.00434344,0.00323902,0.00202384,0.0011923,0.00193878,0.0037283
Recall Avg,0.253714,0.253714,0.264002,0.267951,0.272213,0.28088,0.28631,0.289634,0.293641,0.29854,0.301825,0.303231,0.305471,0.306476
Recall STD,0.00245815,0.00245815,0.00350147,0.00284328,0.00393941,0.00363068,0.00439015,0.00444736,0.00421862,0.0031747,0.0019907,0.00212454,0.00214536,0.0029123
F1 Score Avg,0.253792,0.253792,0.257819,0.261504,0.264881,0.272434,0.276929,0.279429,0.283101,0.287373,0.290067,0.290885,0.292845,0.293582
F1 Score STD,0.00213618,0.00213618,0.00302649,0.00279502,0.00383384,0.00415193,0.00483617,0.00465782,0.00427468,0.00319852,0.00195717,0.00149052,0.00194009,0.00330164
Default Process Time Avg,150889,150889,150889,150889,150889,150889,150889,150889,150889,150889,150889,150889,150889,150889
Default Process Time STD,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7,43040.7
KNN Total Time Avg,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2,16800.2
KNN Total Time STD,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
KNN Per Image Time Avg,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KNN Per Image Time STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preprocess Dimension Time Avg,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8,4478.8
Preprocess Dimension Time STD,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981,998.981
TC Time Avg,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4
TC Time STD,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913,2.05913
